lowest_gadm_level_entered,ADM_0,ADM1_name,ADM1_code,ADM2_name,ADM2_code,YEAR,END_YEAR,MONTH,END_MONTH,WEEK,END_WEEK,CASES,DEATHS,OCCUPATION,CUMULATIVE ,IMPORTED,NOTES,SOURCE1,SOURCE2,ProMed_NUM
1,SDN,Red Sea,SDN.11_1,,,2019,2019,9,11,38,46,120,4,,,,,https://reliefweb.int/report/sudan/rift-valley-fever-republic-sudan-disease-outbreak-news-14-november-2019,"ProMed, SUDAN (07): (RED SEA, RIVER NILE) HUMAN, LIVESTOCK, WHO",20191120.68
1,SDN,Khartoum,SDN.7_1,,,2019,2019,9,11,38,46,1,1,,,,,https://reliefweb.int/report/sudan/rift-valley-fever-republic-sudan-disease-outbreak-news-14-november-2019,"ProMed, SUDAN (07): (RED SEA, RIVER NILE) HUMAN, LIVESTOCK, WHO",20191120.68
1,SDN,Kassala,SDN.6_1,,,2019,2019,9,11,38,46,2,0,,,,,https://reliefweb.int/report/sudan/rift-valley-fever-republic-sudan-disease-outbreak-news-14-november-2019,"ProMed, SUDAN (07): (RED SEA, RIVER NILE) HUMAN, LIVESTOCK, WHO",20191120.68
2,SDN,Al Qadarif,SDN.2_1,Gedaref,SDN.2.3_1,2019,2019,9,11,38,46,1,0,,,,,https://reliefweb.int/report/sudan/rift-valley-fever-republic-sudan-disease-outbreak-news-14-november-2019,"ProMed, SUDAN (07): (RED SEA, RIVER NILE) HUMAN, LIVESTOCK, WHO",20191120.68
1,SDN,Red Sea,SDN.11_1,,,2019,2019,11,11,46,47,6,NA,,,,,https://reliefweb.int/disaster/ep-2019-000150-sdn,,
1,SDN,River Nile,SDN.12_1,,,2019,2019,11,11,46,47,9,NA,,,,,https://reliefweb.int/disaster/ep-2019-000150-sdn,,
0,SDN,Northern,SDN.10_1,Ed Debba & Merowe,SDN.10.3_1,2020,,9,,,,1512,63,,,,"Numbers reported by the resistance: 1962/79, From news paper",,"Promed, Sudan: (NO)","20201018.7868637, 20201102.7908919"
1,SEN,Dakar,SEN.1_1,,,2003,,,,,,1,NA,,,1,imported from Mauritania,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2878230/,,
1,SEN,Kedougou,SEN.6_1,Baya village,,2012,,10,,40,,1,NA,School teacher,,,,Sow 2014 (2),https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses,
2,SEN,Kedougou,SEN.6_1,Kedougou,SEN.6.1_1,2012,,10,,40,,1,NA,Tradesman,,,Were listed in 2013 on oie.int,Sow 2014 (2),https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses,
2,SEN,Kedougou,SEN.6_1,Bandafassi,SEN.6.1_1,2012,,10,,40,,1,NA,Housewife,,,Were listed in 2013 on oie.int,Sow 2014 (2),https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses,
2,SEN,Kédougou,SEN.6_1,Kédougou,SEN.6.1_1,2013,2014,9,2,,,2,0,,,,,Sow 2016,,
2,SEN,Thiès,SEN.13_1,Mbour,SEN.13.1_1,2013,2014,9,2,,,8,0,,,,,Sow 2016,,
2,SEN,Louga,SEN.8_1,Linguère,SEN.8.2_1,2013,,11,,,,1,0,,,,,Sow 2016,,
0,SEN,,,,,2015,,,,,,1,NA,,,,,https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses,,
1,SOM,Gedo,SOM.7_1,,,1997,1998,11,2,47,7,1,NA,,,,,https://www.cdc.gov/mmwr/preview/mmwrhtml/00051976.htm#00001662.gif,,
1,SOM,Shabeellaha Hoose,SOM.15_1,,,1997,1998,11,2,47,7,4,NA,,,,,https://www.cdc.gov/mmwr/preview/mmwrhtml/00051976.htm#00001662.gif,,
1,SOM,Hiiraan,SOM.8_1,,,1997,1998,11,2,47,7,1,NA,,,,,https://www.cdc.gov/mmwr/preview/mmwrhtml/00051976.htm#00001662.gif,,
0,SOM,Juba,,,,2007,2007,1,2,2,6,76,38,,,,,Nderitu 2011,"ProMed, Eastern Africa (07): Somalia, susp.",
1,SOM,Gedo,SOM.7_1,,,2007,2007,1,2,2,6,26,7,,,,,Nderitu 2011,"ProMed, East Africa (31): WHO update",
0,SSD,,,,,2017,,,,,,40,5,,,,,https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses,,
2,SSD,Lakes,SSD.4_1,Yerol East,SSD.4.4_1,2018,2018,1,2,2,5,20,3,,,,,"ProMed, South Sudan (02): (EL)",,20180130.56
2,SSD,Lakes,SSD.4_1,Yerol East,SSD.4.4_1,2018,2018,2,3,6,9,12,1,,,,,"ProMed, South Sudan (04): (EL) human, livestock",,20180309.57
2,SSD,Lakes,SSD.4_1,Yerol East,SSD.4.4_1,2018,,3,,10,,5,0,,,,,ProMed,,20180312.57
2,SSD,Lakes,SSD.4_1,Yerol West,SSD.4.4_1,2018,,3,,10,,3,0,,,,,"ProMed, South Sudan (07): (EL)",,20180312.57
2,SSD,Lakes,SSD.4_1,Yerol East,SSD.4.4_1,2018,2018,3,3,11,12,6,0,,,,,"Promed, South Sudan (09): (EL) human, animal, WHO",,20180410.57
1,TZA,"Arusha, Kilimanjaro ","TZA.1_1, TZA.9_1",,,1997,,,,,,2,NA,,,,"5 cases reported 1997-1998, 3 confirmed in ProMed for 1998",CDC 1998,,
1,TZA,"Arusha, Kilimanjaro ","TZA.1_1, TZA.9_1",,,1998,,2,,,,3,NA,,,,,"ProMed, Tanzania (02)",,19980309.04
1,TZA,Arusha,TZA.1_1,,,2007,2007,1,2,5,6,4,2,,,,,"ProMed, East Africa (14): Tanzania",,"20070206.0465, 20070212.0533"
1,TZA,Arusha,TZA.1_1,,,2007,2007,2,2,7,8,4,2,,,,,"ProMed, Eastern Africa (25): Tanzania (Dodoma), WHO",,20070324.1
1,TZA,Dodoma,TZA.3_1,,,2007,,3,,10,,NA,10,,,,,"ProMed, Eastern Africa (22): Tanzania (Dodoma)",,20070315.09
1,TZA,Dodoma,TZA.3_1,,,2007,,3,,11,,100,6,,,,at least 100 cases,"ProMed, Eastern Africa (23): Tanzania (Dodoma)",,20070320.1
,TZA,Dodoma,TZA.3_1,,,2007,,3,,11,,0,2,,,,this report sets total at 79 + 15 deaths,"ProMed, Eastern Africa (24): Tanzania (Dodoma)",,20070323.1
1,TZA,Morogoro,TZA.14_1,,,2007,,3,,11,,60,NA,,,,,"ProMed, Eastern Africa (25): Tanzania (Dodoma), WHO",,20070324.1
1,TZA,Dodoma,TZA.3_1,,,2007,2007,4,4,15,16,81,56,,,,"likely not actually from this week, just reporting that caught up","ProMed, Eastern Africa (28): Tanzania",,20070422.13
1,UGA,Kabale,UGA.12_1,,,2016,,3,,10,,2,NA,,,,,"ProMed, Uganda: (KA)",,20160313.41
1,UGA,Kabale,UGA.12_1,,,2016,,3,,11,,3,1,,,,,"ProMed, Uganda (02): (KA)",,20160317.41
0,UGA,,,,,2017,2018,8,1,,,5,0,,,,,https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses,"ProMed, Uganda",20180124.56
2,UGA,Kiboga,UGA.25_1,Kiboga,UGA.25.1_1,2017,,11,,,,1,1,,,,,"ProMed, Uganda",,20171126.55
2,UGA,Mubende,UGA.43_1,Mityana,UGA.43.4_1,2017,,11,,,,1,1,,,,,"ProMed, Uganda",,20171126.55
2,UGA,Mukono,UGA.44_1,Buikwe,UGA.44.1_1,2018,,1,,,,1,1,,,,,"ProMed, Uganda",,20180124.56
1,UGA,Kasese,UGA.21_1,Kanyatsi,,2018,,6,,26,,1,1,butcher,,,,"ProMed, Eastern Africa (13): Uganda, WHO",,20180711.59
2,UGA,Kasese,UGA.21_1,Bukonjo,UGA.21.1_1,2018,,6,,26,,1,1,,,,,https://apps.who.int/iris/bitstream/handle/10665/273028/OEW27-300606072018.pdf,"ProMed, Eastern Africa (13): Uganda, WHO and Eastern Africa (17): Uganda",20180711.59
2,UGA,Mbarara,UGA.39_1,Isingiro,UGA.39.3_1,2018,,6,,26,,1,1,herdsman,,,,"ProMed, Eastern Africa (13): Uganda, WHO and Eastern Africa (17): Uganda",,20180711.59
1,UGA,Mbarara,UGA.39_1,,,2018,,6,,26,,1,0,,,,,"ProMed, Eastern Africa (13): Uganda, WHO",,20180711.59
2,UGA,Mbarara,UGA.39_1,Ibanda,UGA.39.2_1,2018,,6,,26,,1,0,,,,,"ProMed, Eastern Africa (13): Uganda, WHO",,20180711.59
1,UGA,Mbarara,UGA.39_1,,,2018,,7,,29,,1,1,,,,,"ProMed, Eastern Africa (18): Uganda",,20180720.59
2,UGA,Mbarara,UGA.39_1,Ibanda or Insigiro,"UGA.39.3_1, UGA.39.2_1",2018,,7,,,,1,NA,,,,,https://apps.who.int/iris/bitstream/handle/10665/273028/OEW27-300606072018.pdf,"ProMed, Eastern Africa (17): Uganda",20180717.59
2,UGA,Kiboga,UGA.25_1,Kiboga,UGA.25.1_1,2018,,7,,,,1,0,,,,,"ProMed, Eastern Africa (28): Uganda",,20180816.6
2,UGA,Mubende,UGA.43_1,Mityana,UGA.43.4_1,2018,,7,,,,1,0,,,,,"ProMed, Eastern Africa (28): Uganda",,20180816.6
2,UGA,Mukono,UGA.44_1,Buikwe,UGA.44.1_1,2018,,7,,,,1,0,,,,,"ProMed, Eastern Africa (28): Uganda",,20180816.6
2,UGA,Moyo,UGA.41_1,Obongi,UGA.41.1_1,2019,,11,,,,1,1,refugee/migrant worker,,1,recent travel history from South Sudan,"ProMed, EASTERN AFRICA (06): UGANDA ex SOUTH SUDAN",,20191209.68
2,UGA,Bundibugyo,UGA.5_1,Ntoroko,UGA.5.2_1,2019,,12,,,,1,1,,,,,"ProMed, EASTERN AFRICA (01): UGANDA (NTOROKO) HUMAN",,20200102.69
0,YEM,Hodeidah,YEM.5_1,,,2000,2000,9,9,37,39,117,31,,,,,"ProMed, SAUDI ARABIA & YEMEN (05)",,20001002.17
0,YEM,,,,,2000,,10,,40,41,204,6,,,,,"ProMed, RIFT VALLEY FEVER - YEMEN (03)",,20001004.17
0,YEM,,,,,2000,,10,,42,,179,33,,,,,"ProMed, RIFT VALLEY FEVER - SAUDI ARABIA & YEMEN (07",,20001022.18
0,YEM,,,,,2000,,10,,42,,153,10,,,,,"ProMed, YEMEN (05)",,20001026.19
0,YEM,,,,,2000,,10,,43,,53,17,,,,,"ProMed, SAUDI ARABIA & YEMEN (09)",,20001026.19
0,YEM,,,,,2000,2000,10,11,44,45,381,24,,,,,"ProMed, Yemen (06)",,20001203.21
1,ZAF,Mpumalanga,ZAF.6_1,,,2008,2008,1,6,,,6,0,,,,17 conf. in Archer 2013,"Acher 2013, https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses","ProMed, South Africa",20080701.2
1,ZAF,Gauteng,ZAF.3_1,,,2008,2008,1,6,,,9,0,,,,17 conf. in Archer 2013,"Acher 2013, https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses","ProMed, South Africa",20080701.2
1,ZAF,Limpopo,ZAF.5_1,,,2008,2008,1,6,,,2,0,,,,17 conf. in Archer 2013,"Acher 2013, https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses","ProMed, South Africa",20080701.2
1,ZAF,KwaZulu-Natal,ZAF.4_1,,,2009,2009,2,4,,,5,0,,,,,"Archer 2013, https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses",,20090310.1
1,ZAF,Northern Cape Province,ZAF.8_1,,,2009,,10,,,,2,0,,,,"4 suspected, 2 confirmed","Archer 2013, https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses","ProMed, South Africa: (NC), novel genotype",20091120.4
1,ZAF,Free State ,ZAF.2_1,,,2010,2010,2,3,8,10,7,1,,,,FS - 125 in Archer 2013,"ProMed, South Africa: (FS, NC)",,20100309.08
1,ZAF,Eastern Cape,ZAF.1_1,,,2010,,3,,10,,3,0,,,,EC - 16 in Archer 2013,"ProMed, South Africa (03): (FS, EC, NC, GT, NW)",,20100321.09
1,ZAF,Free State,ZAF.2_1,,,2010,,3,,10,,14,1,,,,FS - 125 in Archer 2013,"ProMed, South Africa (02): (FS)",,20100316.08
1,ZAF,Free State,ZAF.2_1,,,2010,,3,,10,,16,0,,,,FS - 125 in Archer 2013,"ProMed, South Africa (03): (FS, EC, NC, GT, NW)",,20100321.09
1,ZAF,Northern Cape,ZAF.8_1,,,2010,,3,,10,,2,0,,,,NC - 80 in Archer 2013,"ProMed, South Africa (03): (FS, EC, NC, GT, MP)",,20100321.09
1,ZAF,Eastern Cape,ZAF.1_1,,,2010,,3,,12,,1,0,,,,EC - 16 in Archer 2013,"ProMed, South Africa (05): (FS, EC, NC, GT, NW)",,20100328.1
1,ZAF,Free State,ZAF.2_1,,,2010,,3,,12,,4,0,,,,FS - 125 in Archer 2013,"ProMed, South Africa (04): (FS, EC, NC, GT, NW)",,20100324.09
1,ZAF,Free State,ZAF.2_1,,,2010,,3,,12,,13,0,,,,FS - 125 in Archer 2013,"ProMed, South Africa (05): (FS, EC, NC, GT, NW)",,20100328.1
1,ZAF,Northern Cape,ZAF.8_1,,,2010,,3,,12,,1,0,,,,NC - 80 in Archer 2013,"ProMed, South Africa (04): (FS, EC, NC, GT, NW)",,20100324.09
1,ZAF,Northern Cape,ZAF.8_1,,,2010,,3,,12,,2,0,,,,NC - 80 in Archer 2013,"ProMed, South Africa (05): (FS, EC, NC, GT, NW)",,20100328.1
1,ZAF,Free State,ZAF.2_1,,,2010,2010,3,4,13,,12,2,,,,FS - 125 in Archer 2013,"ProMed, South Africa (08): (multi-province)",,20100403.11
1,ZAF,Northern Cape,ZAF.8_1,,,2010,2010,3,4,13,,5,1,,,,NC - 80 in Archer 2013,"ProMed, South Africa (08): (multi-province)",,20100403.11
1,ZAF,Eastern Cape,ZAF.1_1,,,2010,,4,,14,,3,0,,,,EC - 16 in Archer 2013,"ProMed, South Africa (09): multi-province",,20100407.11
1,ZAF,Free State,ZAF.2_1,,,2010,,4,,14,,2,0,,,,FS - 125 in Archer 2013,"ProMed, South Africa (09): multi-province",,20100407.11
1,ZAF,North West,ZAF.7_1,,,2010,,4,,14,,1,0,,,,NW - 8 in Archer 2013,"ProMed, South Africa (09): multi-province",,20100407.11
1,ZAF,Northern Cape,ZAF.8_1,,,2010,,4,,14,,1,1,,,,NC - 80 in Archer 2013,"ProMed, South Africa (09): multi-province",,20100407.11
1,ZAF,Free State,ZAF.2_1,,,2010,,4,,15,,4,1,,,,FS - 125 in Archer 2013,"ProMed, South Africa (11)",,20100415.12
1,ZAF,Northern Cape,ZAF.8_1,,,2010,,4,,15,,11,2,,,,NC - 80 in Archer 2013,"ProMed, South Africa (11)",,20100415.12
1,ZAF,Eastern Cape,ZAF.1_1,,,2010,,4,,16,,1,0,,,,EC - 16 in Archer 2013,"ProMed, South Africa (12)",,20100422.13
1,ZAF,Free State,ZAF.2_1,,,2010,,4,,16,,14,0,,,,FS - 125 in Archer 2013,"ProMed, South Africa (12)",,20100422.13
1,ZAF,Northern Cape,ZAF.8_1,,,2010,,4,,16,,15,0,,,,NC - 80 in Archer 2013,"ProMed, South Africa (12)",,20100422.13
1,ZAF,Eastern Cape,ZAF.1_1,,,2010,,5,,17,,1,0,,,,EC - 16 in Archer 2013,"ProMed, South Africa (16)",,20100509.15
1,ZAF,Eastern Cape,ZAF.1_1,,,2010,,5,,18,,4,0,,,,EC - 16 in Archer 2013,"ProMed, South Africa (16)",,20100509.15
1,ZAF,Free State,ZAF.2_1,,,2010,,5,,18,,12,3,,,,FS - 125 in Archer 2013,"ProMed, South Africa (16)",,20100509.15
1,ZAF,North West,ZAF.7_1,,,2010,,5,,18,,1,0,,,,NW - 8 in Archer 2013,"ProMed, South Africa (16)",,20100509.15
1,ZAF,Northern Cape,ZAF.8_1,,,2010,,5,,18,,19,4,,,,NC - 80 in Archer 2013,"ProMed, South Africa (16)",,20100509.15
1,ZAF,Western Cape,ZAF.9_1,,,2010,,5,,18,,3,1,,,,WC - 11 in Archer 2013,"ProMed, South Africa (16)",,20100509.15
1,ZAF,Free State,ZAF.2_1,,,2010,2010,5,6,19,,18,NA,,,,FS - 125 in Archer 2013,"ProMed, South Africa (20): (EC)",,20100624.21
1,ZAF,North West,ZAF.7_1,,,2010,2010,5,6,19,,6,NA,,,,NW - 8 in Archer 2013,"ProMed, South Africa (20): (EC)",,20100624.21
1,ZAF,Northern Cape,ZAF.8_1,,,2010,2010,5,6,19,,24,NA,,,,NC - 80 in Archer 2013,"ProMed, South Africa (20): (EC)",,20100624.21
1,ZAF,Western Cape,ZAF.9_1,,,2010,2010,5,6,19,,8,NA,,,,WC - 11 in Archer 2013,"ProMed, South Africa (20): (EC)",,20100624.21
1,ZAF,Eastern Cape,ZAF.1_1,,,2010,2010,5,6,20,24,4,1,,,,EC - 16 in Archer 2013 (17 total here),"ProMed, South Africa (20): (EC)",,20100624.21
1,ZAF,Western Cape,ZAF.9_1,,,2011,,1,,3,,1,NA,,,,"14 in Acher 2013, added row","ProMed, South Africa (02): vaccination policy, RFI",,20110125.03
1,ZAF,Northern Cape,ZAF.8_1,,,2011,2011,1,5,,,3,0,,,,,Archer 2013,https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses,
1,ZAF,Free State,ZAF.2_1,,,2011,2011,1,5,,,3,0,,,,,Archer 2013,https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses,
1,ZAF,Western Cape,ZAF.9_1,,,2011,2011,1,5,,,13,,,,,"14 in Acher 2013, new row ",Archer 2013,"ProMed, South Africa (02): vaccination policy, RFI",
1,ZAF,Eastern Cape,ZAF.1_1,,,2011,2011,1,5,,,17,0,,,,,Archer 2013,https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses,
1,ZAF,Free State,ZAF.2_1,,,2018,,6,,,,8,0,,,,,https://www.oie.int/wahis_2/public/wahid.php/Countryinformation/Zoonoses,"ProMed, Eastern Africa (06)",20180625.59
